AuditID,BusinessSegment,AuditDate,Product,RiskScore,OperatingEffectiveness,AuditResult,RiskRating
45,Investment Banking,2023-01-02 20:00:00,Investment,88.5977748236187,93.00698466747176,Pass,Low Risk
46,Investment Banking,2023-01-02 21:00:00,Insurance,61.58631881823046,86.14071516042418,Pass,Low Risk
47,Investment Banking,2023-01-02 22:00:00,Insurance,23.295947475363377,53.38341809500008,Pass,High Risk
48,Wealth Management,2023-01-02 23:00:00,Loan,2.440078155653802,85.39175486148844,Pass,Low Risk
49,Corporate,2023-01-03 00:00:00,Loan,87.00988739009298,77.1769108671323,Pass,Medium Risk
50,Corporate,2023-01-03 01:00:00,Loan,2.126941085038714,54.08626728733891,Pass,High Risk
51,Wealth Management,2023-01-03 02:00:00,Investment,87.47016726841994,72.91503207643282,Pass,Medium Risk
52,Corporate,2023-01-03 03:00:00,Loan,52.8937134027212,74.23481435650234,Pass,Medium Risk
53,Wealth Management,2023-01-03 04:00:00,Insurance,93.90676985128962,58.28872700816379,Pass,High Risk
54,Investment Banking,2023-01-03 05:00:00,Insurance,79.87832357736654,97.28490735001412,Pass,Low Risk
55,Wealth Management,2023-01-03 06:00:00,Loan,99.79341105333374,92.4987685740331,Pass,Low Risk
56,Investment Banking,2023-01-03 07:00:00,Loan,35.071181545171015,83.45111686645541,Fail,Low Risk
57,Investment Banking,2023-01-03 08:00:00,Mortgage,76.71882889311269,73.11477805003037,Pass,Medium Risk
58,Retail,2023-01-03 09:00:00,Insurance,40.193091360924214,70.58827707922542,Pass,Medium Risk
59,Wealth Management,2023-01-03 10:00:00,Investment,47.98756203039088,82.5486733575477,Pass,Low Risk
60,Retail,2023-01-03 11:00:00,Mortgage,62.75054632183701,77.27159347034527,Fail,Medium Risk
61,Wealth Management,2023-01-03 12:00:00,Loan,87.36771141863387,53.11365529409428,Pass,High Risk
62,Wealth Management,2023-01-03 13:00:00,Loan,98.40834691992951,75.62513243851659,Pass,Medium Risk
63,Retail,2023-01-03 14:00:00,Insurance,76.82734138645182,90.32018086164197,Pass,Low Risk
64,Retail,2023-01-03 15:00:00,Loan,41.77667821673337,72.96199387984791,Pass,Medium Risk
65,Wealth Management,2023-01-03 16:00:00,Investment,42.13570022770702,52.59782887771342,Pass,High Risk
66,Corporate,2023-01-03 17:00:00,Insurance,73.75823015888915,89.31390996920166,Pass,Low Risk
67,Investment Banking,2023-01-03 18:00:00,Loan,23.877714576830233,60.06818910679872,Pass,Medium Risk
68,Retail,2023-01-03 19:00:00,Insurance,11.047411313139467,62.93104174440194,Fail,Medium Risk
69,Investment Banking,2023-01-03 20:00:00,Loan,35.462215764077655,58.235317671614794,Pass,High Risk
70,Corporate,2023-01-03 21:00:00,Loan,28.723899165408174,66.51075324357488,Pass,Medium Risk
71,Corporate,2023-01-03 22:00:00,Loan,29.630812045599008,87.83757528443175,Pass,Low Risk
72,Corporate,2023-01-03 23:00:00,Investment,23.360775104990992,75.96929297519686,Pass,Medium Risk
73,Retail,2023-01-04 00:00:00,Investment,4.209318963636188,60.24406370753563,Pass,Medium Risk
74,Corporate,2023-01-04 01:00:00,Insurance,1.787393473341381,93.89150390760204,Pass,Low Risk
75,Retail,2023-01-04 02:00:00,Loan,98.77223897360315,93.97909274757646,Pass,Low Risk
76,Corporate,2023-01-04 03:00:00,Loan,42.77731337358623,93.52892125230034,Fail,Low Risk
77,Investment Banking,2023-01-04 04:00:00,Investment,38.432664715968166,61.93981056907697,Fail,Medium Risk
78,Investment Banking,2023-01-04 05:00:00,Loan,67.96472826930699,72.56196720904941,Pass,Medium Risk
79,Wealth Management,2023-01-04 06:00:00,Investment,21.825388786506416,99.24948280704376,Pass,Low Risk
80,Investment Banking,2023-01-04 07:00:00,Loan,94.99611839502253,88.60062381549952,Fail,Low Risk
81,Wealth Management,2023-01-04 08:00:00,Insurance,78.6345014415552,51.35837106127799,Pass,High Risk
82,Investment Banking,2023-01-04 09:00:00,Loan,8.94110023122595,53.2602295630246,Fail,High Risk
83,Retail,2023-01-04 10:00:00,Loan,41.75807757849284,73.19656884061664,Pass,Medium Risk
84,Investment Banking,2023-01-04 11:00:00,Mortgage,87.91183075621647,95.461010293078,Pass,Low Risk
85,Wealth Management,2023-01-04 12:00:00,Investment,94.47320222914102,76.93508989763572,Pass,Medium Risk
86,Wealth Management,2023-01-04 13:00:00,Loan,46.74015112498697,74.89062540171452,Pass,Medium Risk
87,Corporate,2023-01-04 14:00:00,Loan,61.34113892107077,55.27368499783153,Pass,High Risk
88,Retail,2023-01-04 15:00:00,Mortgage,16.70339460920752,82.8390052362147,Pass,Low Risk
89,Investment Banking,2023-01-04 16:00:00,Mortgage,99.11686261369765,91.10515803001127,Pass,Low Risk
90,Corporate,2023-01-04 17:00:00,Investment,23.16717013834434,69.02100037537812,Pass,Medium Risk
91,Investment Banking,2023-01-04 18:00:00,Mortgage,94.27317741351257,88.78059254626638,Pass,Low Risk
92,Investment Banking,2023-01-04 19:00:00,Insurance,64.96466489923685,98.22383269504058,Fail,Low Risk
93,Corporate,2023-01-04 20:00:00,Mortgage,60.773679487885914,60.188322956384454,Pass,Medium Risk
94,Corporate,2023-01-04 21:00:00,Insurance,51.26885110165086,76.16648155973706,Fail,Medium Risk
95,Corporate,2023-01-04 22:00:00,Investment,23.06698117177587,64.35689790422877,Pass,Medium Risk
96,Corporate,2023-01-04 23:00:00,Investment,17.652803200550828,89.64272095169197,Pass,Low Risk
97,Corporate,2023-01-05 00:00:00,Investment,22.048620907017536,78.87966829405788,Fail,Medium Risk
98,Investment Banking,2023-01-05 01:00:00,Investment,18.643826214425452,81.72912087751519,Pass,Low Risk
99,Corporate,2023-01-05 02:00:00,Investment,77.95844735667534,89.8957079807947,Pass,Low Risk
100,Retail,2023-01-05 03:00:00,Insurance,35.01252591667301,69.79852363312274,Pass,Medium Risk
101,Wealth Management,2023-01-05 04:00:00,Insurance,5.784267656339637,95.75450342035217,Pass,Low Risk
102,Corporate,2023-01-05 05:00:00,Investment,96.91026301408114,76.65144336230699,Pass,Medium Risk
103,Corporate,2023-01-05 06:00:00,Mortgage,88.37858849634257,57.8977411417674,Fail,High Risk
104,Investment Banking,2023-01-05 07:00:00,Loan,92.77522831952129,84.79495590844013,Pass,Low Risk
105,Corporate,2023-01-05 08:00:00,Investment,99.49078226464353,89.66306752191272,Pass,Low Risk
106,Corporate,2023-01-05 09:00:00,Mortgage,17.38952492194873,65.83808385337633,Pass,Medium Risk
107,Corporate,2023-01-05 10:00:00,Loan,39.62420189026587,92.85896284993765,Pass,Low Risk
108,Investment Banking,2023-01-05 11:00:00,Investment,75.82384757040913,95.30716273828833,Pass,Low Risk
109,Corporate,2023-01-05 12:00:00,Investment,69.60206180537922,63.84522436889045,Pass,Medium Risk
110,Wealth Management,2023-01-05 13:00:00,Insurance,15.389590633985506,99.1760736357611,Pass,Low Risk
111,Investment Banking,2023-01-05 14:00:00,Loan,81.58331249906178,57.03557640243792,Pass,High Risk
112,Wealth Management,2023-01-05 15:00:00,Loan,22.444057183666068,60.1007834201245,Pass,Medium Risk
113,Investment Banking,2023-01-05 16:00:00,Mortgage,22.38176148226231,59.21124196190131,Pass,High Risk
114,Corporate,2023-01-05 17:00:00,Insurance,53.69744228934136,94.69948550039352,Pass,Low Risk
115,Wealth Management,2023-01-05 18:00:00,Insurance,59.293993484170315,82.7146276162481,Pass,Low Risk
116,Investment Banking,2023-01-05 19:00:00,Insurance,58.00862078378112,57.60521416111364,Fail,High Risk
117,Retail,2023-01-05 20:00:00,Insurance,9.148683739775487,72.01617091841744,Pass,Medium Risk
118,Corporate,2023-01-05 21:00:00,Loan,87.74608626303804,80.76490125349011,Pass,Low Risk
119,Investment Banking,2023-01-05 22:00:00,Loan,26.560004258870606,54.173204249469165,Pass,High Risk
120,Retail,2023-01-05 23:00:00,Investment,12.951492128280417,94.12081842036693,Pass,Low Risk
121,Investment Banking,2023-01-06 00:00:00,Investment,88.87480798689772,90.18017677207675,Pass,Low Risk
122,Retail,2023-01-06 01:00:00,Insurance,95.56514982297534,75.26033867883191,Pass,Medium Risk
123,Corporate,2023-01-06 02:00:00,Insurance,86.21276172654507,98.35633076295852,Pass,Low Risk
124,Wealth Management,2023-01-06 03:00:00,Insurance,80.95160747248781,70.88804896375498,Pass,Medium Risk
125,Retail,2023-01-06 04:00:00,Investment,65.52419806390218,99.20551595182489,Pass,Low Risk
126,Investment Banking,2023-01-06 05:00:00,Mortgage,55.08573706091393,83.39599994018135,Pass,Low Risk
127,Corporate,2023-01-06 06:00:00,Mortgage,8.698675991141014,81.73356366269707,Pass,Low Risk
128,Retail,2023-01-06 07:00:00,Investment,40.845321307069874,58.29774476478925,Pass,High Risk
129,Investment Banking,2023-01-06 08:00:00,Investment,37.2688517012314,94.0963879152322,Fail,Low Risk
130,Investment Banking,2023-01-06 09:00:00,Investment,25.97537837603262,71.37448439603077,Fail,Medium Risk
131,Investment Banking,2023-01-06 10:00:00,Investment,72.3420113688585,58.111670289123964,Fail,High Risk
132,Retail,2023-01-06 11:00:00,Investment,49.58757350787708,50.630375998787954,Fail,High Risk
133,Retail,2023-01-06 12:00:00,Investment,8.104621590764793,77.98778418191912,Fail,Medium Risk
134,Retail,2023-01-06 13:00:00,Insurance,22.018320194981133,76.36998110613382,Pass,Medium Risk
135,Wealth Management,2023-01-06 14:00:00,Insurance,68.32587636595959,85.96768111845793,Pass,Low Risk
136,Retail,2023-01-06 15:00:00,Insurance,7.613085949030019,94.51290265089011,Pass,Low Risk
137,Retail,2023-01-06 16:00:00,Insurance,85.12069140487687,53.97032923215148,Pass,High Risk
138,Retail,2023-01-06 17:00:00,Investment,49.51465270139743,86.57482451701811,Pass,Low Risk
139,Wealth Management,2023-01-06 18:00:00,Mortgage,48.0586577326648,59.37059720487911,Pass,High Risk
140,Retail,2023-01-06 19:00:00,Loan,59.24077846595176,92.9088526578582,Pass,Low Risk
141,Investment Banking,2023-01-06 20:00:00,Investment,82.46809659251491,90.95317569308281,Pass,Low Risk
142,Retail,2023-01-06 21:00:00,Loan,34.780920790219305,77.03968774927722,Fail,Medium Risk
143,Investment Banking,2023-01-06 22:00:00,Mortgage,67.80161525590636,85.51213993116558,Pass,Low Risk
144,Investment Banking,2023-01-06 23:00:00,Insurance,56.5731963995791,65.71750565918742,Pass,Medium Risk
145,Investment Banking,2023-01-07 00:00:00,Mortgage,26.70282701694213,73.55839494664073,Pass,Medium Risk
146,Wealth Management,2023-01-07 01:00:00,Investment,87.8629986355158,91.08184488552358,Pass,Low Risk
147,Wealth Management,2023-01-07 02:00:00,Insurance,79.74260216069281,72.96325985866069,Fail,Medium Risk
148,Wealth Management,2023-01-07 03:00:00,Investment,65.84518346584255,67.88991326627209,Pass,Medium Risk
149,Retail,2023-01-07 04:00:00,Insurance,85.05817290942419,74.710622362515,Fail,Medium Risk
150,Investment Banking,2023-01-07 05:00:00,Loan,86.72942009598023,91.41246262186093,Pass,Low Risk
151,Wealth Management,2023-01-07 06:00:00,Loan,70.83629767150347,66.76040236854364,Pass,Medium Risk
152,Wealth Management,2023-01-07 07:00:00,Loan,83.7013328363672,58.68807965678719,Pass,High Risk
153,Retail,2023-01-07 08:00:00,Mortgage,69.74714616692836,85.60070101653903,Pass,Low Risk
154,Wealth Management,2023-01-07 09:00:00,Investment,68.01407717603004,91.2989106354041,Pass,Low Risk
155,Retail,2023-01-07 10:00:00,Mortgage,61.86113782151843,55.031873926176665,Pass,High Risk
156,Corporate,2023-01-07 11:00:00,Loan,75.27166395576413,61.993705637797234,Pass,Medium Risk
157,Wealth Management,2023-01-07 12:00:00,Investment,15.86051052930737,57.09859948804969,Fail,High Risk
158,Corporate,2023-01-07 13:00:00,Loan,88.08707591989284,67.39707057910833,Pass,Medium Risk
159,Retail,2023-01-07 14:00:00,Mortgage,87.1843527745232,72.51754894527063,Fail,Medium Risk
160,Investment Banking,2023-01-07 15:00:00,Mortgage,2.9247283034559146,87.44131684816531,Pass,Low Risk
161,Wealth Management,2023-01-07 16:00:00,Mortgage,82.58167505647627,82.5573792440837,Pass,Low Risk
162,Retail,2023-01-07 17:00:00,Loan,12.886986747344519,81.04642837392156,Pass,Low Risk
163,Investment Banking,2023-01-07 18:00:00,Investment,33.51188542591419,67.61874733048272,Pass,Medium Risk
164,Investment Banking,2023-01-07 19:00:00,Investment,74.35082562916078,92.072377654238,Pass,Low Risk
165,Corporate,2023-01-07 20:00:00,Loan,16.07598960483082,73.56435836990823,Pass,Medium Risk
166,Retail,2023-01-07 21:00:00,Investment,81.79670241190622,98.95524690075773,Pass,Low Risk
167,Investment Banking,2023-01-07 22:00:00,Loan,83.21341779577419,81.70710691478683,Fail,Low Risk
168,Wealth Management,2023-01-07 23:00:00,Investment,50.746773376083624,56.313237078225136,Pass,High Risk
169,Wealth Management,2023-01-08 00:00:00,Insurance,0.638587171683358,83.80887810377169,Fail,Low Risk
170,Corporate,2023-01-08 01:00:00,Insurance,28.703813317491278,66.25520077158495,Pass,Medium Risk
171,Investment Banking,2023-01-08 02:00:00,Mortgage,61.69269183757422,84.31635983430488,Pass,Low Risk
172,Retail,2023-01-08 03:00:00,Insurance,98.11861780274235,53.48205740812028,Pass,High Risk
173,Wealth Management,2023-01-08 04:00:00,Insurance,63.18135270166684,58.744071858797966,Pass,High Risk
174,Investment Banking,2023-01-08 05:00:00,Insurance,25.98035810641598,92.78686294528931,Pass,Low Risk
175,Investment Banking,2023-01-08 06:00:00,Loan,63.40057030996113,61.358977851175744,Pass,Medium Risk
176,Corporate,2023-01-08 07:00:00,Insurance,53.99853797158555,91.852056262147,Pass,Low Risk
177,Wealth Management,2023-01-08 08:00:00,Insurance,77.98453951511436,63.96380442272052,Pass,Medium Risk
178,Wealth Management,2023-01-08 09:00:00,Mortgage,10.698063882695841,82.14409550293539,Fail,Low Risk
179,Retail,2023-01-08 10:00:00,Insurance,76.1027902502028,84.70752867549155,Fail,Low Risk
180,Wealth Management,2023-01-08 11:00:00,Insurance,54.12665786761103,75.63273765725265,Pass,Medium Risk
181,Retail,2023-01-08 12:00:00,Investment,96.29920038589947,65.26553383483656,Pass,Medium Risk
182,Wealth Management,2023-01-08 13:00:00,Mortgage,34.187216603868606,60.632218818554804,Pass,Medium Risk
183,Corporate,2023-01-08 14:00:00,Mortgage,63.26218931339481,51.659467728121314,Pass,High Risk
184,Wealth Management,2023-01-08 15:00:00,Mortgage,93.20281055100175,65.1973200620362,Pass,Medium Risk
185,Retail,2023-01-08 16:00:00,Mortgage,10.250972799067926,82.65813952656416,Pass,Low Risk
186,Retail,2023-01-08 17:00:00,Mortgage,93.72284872364511,96.91524092242413,Pass,Low Risk
187,Corporate,2023-01-08 18:00:00,Mortgage,68.78857223008133,93.5602241131526,Pass,Low Risk
188,Wealth Management,2023-01-08 19:00:00,Loan,6.78370591051719,88.30323882676512,Pass,Low Risk
189,Wealth Management,2023-01-08 20:00:00,Insurance,30.096356694681624,89.42236716266493,Fail,Low Risk
190,Corporate,2023-01-08 21:00:00,Mortgage,70.81720886452815,83.24924517379976,Fail,Low Risk
191,Wealth Management,2023-01-08 22:00:00,Insurance,6.73506014687717,63.01434287830015,Pass,Medium Risk
192,Wealth Management,2023-01-08 23:00:00,Insurance,58.217046017627325,95.3597515352915,Fail,Low Risk
193,Retail,2023-01-09 00:00:00,Loan,34.588305695295674,83.53661559529169,Fail,Low Risk
194,Wealth Management,2023-01-09 01:00:00,Mortgage,62.091551776747714,78.02203154902199,Pass,Medium Risk
195,Wealth Management,2023-01-09 02:00:00,Investment,4.5742033812512854,55.54947346067405,Pass,High Risk
196,Corporate,2023-01-09 03:00:00,Loan,87.15368061523763,72.35277719032126,Pass,Medium Risk
197,Corporate,2023-01-09 04:00:00,Investment,97.3488969177397,73.01791356009632,Fail,Medium Risk
198,Investment Banking,2023-01-09 05:00:00,Insurance,96.88778552856915,93.2281804761335,Fail,Low Risk
199,Retail,2023-01-09 06:00:00,Insurance,74.96518317429248,77.33241100938943,Pass,Medium Risk
200,Wealth Management,2023-01-09 07:00:00,Loan,13.008624013063198,69.02002744852048,Pass,Medium Risk
201,Wealth Management,2023-01-09 08:00:00,Loan,75.82631959290225,98.84001642553297,Pass,Low Risk
202,Investment Banking,2023-01-09 09:00:00,Investment,2.458691645880151,55.536029666315784,Pass,High Risk
203,Wealth Management,2023-01-09 10:00:00,Mortgage,2.2123551528997254,71.12742141559723,Pass,Medium Risk
204,Retail,2023-01-09 11:00:00,Investment,32.36102191495412,52.10123375857027,Fail,High Risk
205,Investment Banking,2023-01-09 12:00:00,Loan,48.864319040466576,86.99520603834651,Pass,Low Risk
206,Retail,2023-01-09 13:00:00,Investment,77.04074178077931,95.90382760995753,Fail,Low Risk
207,Investment Banking,2023-01-09 14:00:00,Loan,68.32953766065052,64.00186647752447,Fail,Medium Risk
208,Investment Banking,2023-01-09 15:00:00,Investment,44.590270637674834,92.91708383995604,Pass,Low Risk
209,Corporate,2023-01-09 16:00:00,Loan,27.362666628166586,64.61091152309488,Pass,Medium Risk
210,Retail,2023-01-09 17:00:00,Loan,99.71245001577111,95.53850808219576,Pass,Low Risk
211,Wealth Management,2023-01-09 18:00:00,Loan,42.6181302235973,87.6980951798392,Pass,Low Risk
212,Wealth Management,2023-01-09 19:00:00,Mortgage,45.13870243296755,90.24533884207193,Pass,Low Risk
213,Retail,2023-01-09 20:00:00,Investment,16.362382119166917,50.90032778002273,Pass,High Risk
214,Wealth Management,2023-01-09 21:00:00,Investment,79.48095487499293,98.1405178537013,Pass,Low Risk
215,Wealth Management,2023-01-09 22:00:00,Investment,69.36822257814886,86.33354960351616,Pass,Low Risk
216,Retail,2023-01-09 23:00:00,Loan,22.07696127887604,65.23755476930667,Pass,Medium Risk
217,Investment Banking,2023-01-10 00:00:00,Investment,8.238104561584269,91.46973324294234,Pass,Low Risk
218,Retail,2023-01-10 01:00:00,Investment,68.0499302074713,64.0760599207465,Pass,Medium Risk
219,Investment Banking,2023-01-10 02:00:00,Loan,65.45112142811352,93.6376919783064,Pass,Low Risk
220,Wealth Management,2023-01-10 03:00:00,Insurance,27.32595269982093,55.62901952059685,Pass,High Risk
221,Wealth Management,2023-01-10 04:00:00,Loan,95.08635622504103,85.18429887303978,Pass,Low Risk
222,Wealth Management,2023-01-10 05:00:00,Investment,15.105789178090024,77.03492383224551,Pass,Medium Risk
223,Corporate,2023-01-10 06:00:00,Loan,43.23348010426019,54.82672350977204,Pass,High Risk
224,Investment Banking,2023-01-10 07:00:00,Insurance,94.36159201675989,62.09469141294195,Pass,Medium Risk
225,Corporate,2023-01-10 08:00:00,Loan,41.97273169261223,50.62020181386574,Pass,High Risk
226,Corporate,2023-01-10 09:00:00,Investment,63.85259476640856,73.43839827322529,Fail,Medium Risk
227,Retail,2023-01-10 10:00:00,Insurance,39.75943979627943,65.06326303800002,Pass,Medium Risk
228,Corporate,2023-01-10 11:00:00,Mortgage,27.421520234867003,79.91787421488795,Pass,Medium Risk
229,Retail,2023-01-10 12:00:00,Investment,98.39776479598282,64.86189038543085,Pass,Medium Risk
230,Retail,2023-01-10 13:00:00,Insurance,40.9334006315043,64.99595557534923,Pass,Medium Risk
231,Corporate,2023-01-10 14:00:00,Insurance,89.40992036791344,87.15965993658017,Pass,Low Risk
232,Investment Banking,2023-01-10 15:00:00,Mortgage,22.995460589108617,52.40714179891767,Pass,High Risk
233,Investment Banking,2023-01-10 16:00:00,Loan,21.31047040250833,95.14474975959936,Pass,Low Risk
234,Investment Banking,2023-01-10 17:00:00,Loan,3.113408288451136,92.61319371955906,Pass,Low Risk
235,Investment Banking,2023-01-10 18:00:00,Investment,65.1666825375885,83.39023416132034,Pass,Low Risk
236,Investment Banking,2023-01-10 19:00:00,Mortgage,36.852634372376116,79.66107850536922,Pass,Medium Risk
237,Corporate,2023-01-10 20:00:00,Loan,86.4358249839637,94.61512490698262,Pass,Low Risk
238,Corporate,2023-01-10 21:00:00,Mortgage,47.32099066915572,59.26650897643572,Fail,High Risk
239,Wealth Management,2023-01-10 22:00:00,Loan,96.81934279147217,53.948458109541434,Pass,High Risk
240,Investment Banking,2023-01-10 23:00:00,Insurance,18.552551570312115,61.9755084954769,Pass,Medium Risk
241,Corporate,2023-01-11 00:00:00,Loan,86.86231679556109,89.72891393500952,Pass,Low Risk
242,Wealth Management,2023-01-11 01:00:00,Mortgage,77.65968527917417,51.733513336324165,Pass,High Risk
243,Investment Banking,2023-01-11 02:00:00,Insurance,77.0921844644052,79.14034175417449,Pass,Medium Risk
244,Retail,2023-01-11 03:00:00,Insurance,84.47832281168877,99.7718758095655,Pass,Low Risk
245,Wealth Management,2023-01-11 04:00:00,Insurance,76.10239909429988,92.78480469187697,Pass,Low Risk
246,Corporate,2023-01-11 05:00:00,Mortgage,62.62203216314154,76.07228445217947,Pass,Medium Risk
247,Retail,2023-01-11 06:00:00,Investment,13.124487768238758,53.18204546433212,Pass,High Risk
248,Retail,2023-01-11 07:00:00,Investment,3.2526179491251916,91.5686757192855,Pass,Low Risk
249,Retail,2023-01-11 08:00:00,Investment,92.08478478156869,79.94892540886053,Fail,Medium Risk
250,Wealth Management,2023-01-11 09:00:00,Mortgage,61.665031452073805,55.746649852978344,Pass,High Risk
251,Corporate,2023-01-11 10:00:00,Insurance,79.65372909761763,54.69286424116781,Pass,High Risk
252,Retail,2023-01-11 11:00:00,Investment,48.152235151255006,95.48134097182961,Pass,Low Risk
253,Investment Banking,2023-01-11 12:00:00,Mortgage,11.730818896239448,83.46001314690392,Pass,Low Risk
254,Retail,2023-01-11 13:00:00,Investment,12.518579220255043,91.46433996583778,Pass,Low Risk
255,Retail,2023-01-11 14:00:00,Loan,68.55652872289714,93.94894501411336,Pass,Low Risk
256,Wealth Management,2023-01-11 15:00:00,Investment,43.030589489946266,78.58861760241611,Pass,Medium Risk
257,Wealth Management,2023-01-11 16:00:00,Investment,20.052472670033673,75.87231758775206,Pass,Medium Risk
258,Corporate,2023-01-11 17:00:00,Insurance,49.15945467414369,71.5213705160495,Pass,Medium Risk
259,Investment Banking,2023-01-11 18:00:00,Mortgage,6.420893707513409,65.84732938955597,Pass,Medium Risk
260,Wealth Management,2023-01-11 19:00:00,Insurance,58.19714019143988,71.72979804293558,Fail,Medium Risk
261,Retail,2023-01-11 20:00:00,Insurance,26.899340443509768,88.69398278650782,Pass,Low Risk
262,Corporate,2023-01-11 21:00:00,Insurance,79.75591006371882,80.09617155075658,Pass,Low Risk
263,Retail,2023-01-11 22:00:00,Insurance,31.036195892357377,94.62616449774231,Pass,Low Risk
264,Retail,2023-01-11 23:00:00,Insurance,45.52201490818012,72.16900071895938,Pass,Medium Risk
265,Wealth Management,2023-01-12 00:00:00,Investment,1.1620539908100636,80.35447893593769,Fail,Low Risk
266,Corporate,2023-01-12 01:00:00,Insurance,7.244688779455888,81.56537765459944,Pass,Low Risk
267,Investment Banking,2023-01-12 02:00:00,Insurance,39.24935564066848,79.58485811531628,Pass,Medium Risk
268,Investment Banking,2023-01-12 03:00:00,Mortgage,47.99388347171235,85.13168865427582,Pass,Low Risk
269,Wealth Management,2023-01-12 04:00:00,Loan,60.00205481193037,61.871673418740315,Pass,Medium Risk
